ads_name,property_type,apartment_name,area,region,city,latitude,longitude,bedrooms,bathrooms,size,is_furnished,capacity,rating,yearly_price,property_management_type
Modern and Homey 2BR Apartment at Aspen Residence By Travelio,apartment,Apartemen Aspen Residence,Fatmawati,DKI Jakarta,Jakarta,-6.303393,106.79602,2,1,66.64,Full Furnished,3,,71936024,TPM
Simply and Elegant 1BR at Ciputra International Apartment By Travelio,apartment,Apartemen Ciputra International,Cengkareng,DKI Jakarta,Jakarta,-6.173912,106.729106,1,1,50.41,Full Furnished,2,,58426075,TPM
Modern and Tidy 1BR Apartment at Nine Residence By Travelio,apartment,Apartemen Nine Residence,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.253289,106.826738,1,1,44.1,Full Furnished,2,,70200000,TPM
Comfort 1BR Apartment at Thamrin Residence By Travelio,apartment,Apartemen Thamrin Residence,Thamrin,DKI Jakarta,Jakarta,-6.19778698371879,106.81695699691772,1,1,38.01,Full Furnished,2,,62924200,TPM
Spacious and Modern Look 3BR Apartment at Gading Resort Residence By Travelio,apartment,Apartemen Gading Resort Residence,Kelapa Gading,DKI Jakarta,Jakarta,-6.151915313494185,106.89380764961243,3,2,105.0,Full Furnished,5,,102000000,TPM
Scenic Studio at West Vista Apartment Puri By Travelio,apartment,Apartemen West Vista,Duri Kosambi,DKI Jakarta,Jakarta,-6.158109,106.726681,Studio,1,30.68,Full Furnished,2,5.0,36919402,TPM
Comfort Stay 2BR at 21st Floor Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057850308437956,106.6785603761673,2,1,25.8,Full Furnished,3,,28000000,TPM
Cozy and Modern Look Studio Apartment Capitol Park Residence By Travelio,apartment,Apartemen Capitol Park Residence,Senen,DKI Jakarta,Jakarta,-6.197227011730125,106.85060262680054,Studio,1,24.55,Full Furnished,1,,48025591,TPM
Best Deal and Cozy Studio at Daan Mogot City Apartment By Travelio,apartment,Apartemen Daan Mogot City,Daan Mogot,DKI Jakarta,Jakarta,-6.156776,106.711549,Studio,1,27.38,Full Furnished,2,,31313836,TPM
Colorful and Nice 2BR at Green Palace Kalibata Apartment By Travelio,apartment,Apartemen Green Palace Kalibata,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.256900672828798,106.85046046972275,2,1,35.5,Full Furnished,4,5.0,35946808,TPM
Minimalist and Best Deal 1BR Apartment Bassura City By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,1,1,30.25,Full Furnished,2,,42500000,TPM
Elegant and Comfort Stay 2BR with Study Room at Hampton Park Apartment By Travelio,apartment,Apartemen Hampton Park,Cilandak Barat,DKI Jakarta,Jakarta,-6.281790243078988,106.7907337581201,2,1,79.3,Full Furnished,4,5.0,91887220,TPM
Homey with Private Lift 2BR Apartment at St. Moritz Puri near Mall By Travelio,apartment,Apartemen St. Moritz Puri,Puri Indah,DKI Jakarta,Jakarta,-6.187120748508719,106.74012243747711,2,2,96.0,Full Furnished,4,5.0,103777149,TPM
Luxury and Homey 2BR Ciputra Internasional Apartment By Travelio,apartment,Apartemen Ciputra International,Cengkareng,DKI Jakarta,Jakarta,-6.173138321442086,106.7304839193821,2,2,75.56,Full Furnished,6,4.8,85000000,TPM
Comfort Living Combined 2BR with Working Space at Puri Mansion Apartment By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,2,2,63.0,Full Furnished,3,5.0,63771429,TPM
Nice and Comfy Studio at Ambassade Kuningan Apartment By Travelio,apartment,Apartemen Ambassade Kuningan,Karet Kuningan,DKI Jakarta,Jakarta,-6.222517153127626,106.83094337582588,Studio,1,31.98,Full Furnished,2,,61030844,TPM
Best Modern Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042278788605511,106.69157981872559,Studio,1,21.0,Full Furnished,2,5.0,20300000,TPM
Pool View Studio at Kebagusan City Apartment By Travelio,apartment,Apartemen Kebagusan City,Kebagusan,DKI Jakarta,Jakarta,-6.306015678701854,106.83596312999725,Studio,1,26.0,Full Furnished,2,5.0,31430845,TPM
Elegant and Strategic Studio Apartment at Puri Mansion By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,21.0,Full Furnished,2,5.0,32680000,TPM
Modern Look Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042071,106.691986,Studio,1,21.0,Full Furnished,2,,20400000,TPM
Homey and Comfort 3BR at Pluit Sea View Apartment By Travelio,apartment,Apartemen Pluit Sea View,Pluit,DKI Jakarta,Jakarta,-6.121460010823451,106.80704355239868,3,2,56.0,Full Furnished,4,,40250000,TPM
Comfortable 2BR Madison Park Apartment By Travelio,apartment,Apartemen Madison Park,Tanjung Duren,DKI Jakarta,Jakarta,-6.1786569376775065,106.78887829184532,2,1,49.33,Full Furnished,3,5.0,61015000,TPM
2BR Citralake Suites 2nd Floor Comfy Easy Access Apartment By Travelio,apartment,Apartemen CitraLake Suites,Kalideres,DKI Jakarta,Jakarta,-6.128143480872805,106.7124409007257,2,1,69.5,Full Furnished,3,,72250000,TPM
Modern 2BR Apartment at Maqna Residence By Travelio,apartment,Apartemen Maqna Residence,Kembangan,DKI Jakarta,Jakarta,-6.198032,106.762029,2,2,76.0,Full Furnished,4,4.9,100000000,TPM
Elegant 1BR Apartment Veranda Residence By Travelio,apartment,Apartemen Veranda Residence,Kembangan,DKI Jakarta,Jakarta,-6.189430006701461,106.75631761550903,1,1,67.93,Full Furnished,2,5.0,100000000,TPM
Good Deal and Homey 2BR Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057854309284673,106.6785603761673,2,1,26.0,Full Furnished,3,,22334109,TPM
Simply Strategic and Homey Studio Signature Park Tebet Apartment By Travelio,apartment,Apartemen Signature Park Tebet,Tebet,DKI Jakarta,Jakarta,-6.242609475744002,106.85457229614258,Studio,1,23.8,Full Furnished,2,5.0,50000000,TPM
Graceful 1BR Ciputra International Apartment By Travelio,apartment,Apartemen Ciputra International,Cengkareng,DKI Jakarta,Jakarta,-6.173138321442086,106.7304839193821,1,1,43.0,Full Furnished,2,4.9,57000000,TPM
Contemporary 2BR at Green Palace Kalibata Apartment By Travelio,apartment,Apartemen Green Palace Kalibata,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.256900672828798,106.85046046972275,2,1,35.5,Full Furnished,3,4.6,39998932,TPM
Comfortable and Cozy 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,28.57,Full Furnished,4,5.0,36700000,TPM
Elegant and Nice Studio at Citra Living Apartment By Travelio,apartment,Apartemen Citra Living,Kalideres,DKI Jakarta,Jakarta,-6.146017734755382,106.70166358351707,Studio,1,22.61,Full Furnished,2,5.0,29855000,TPM
Comfort and Modern Look Studio Apartment at Ambassade Kuningan By Travelio,apartment,Apartemen Ambassade Kuningan,Karet Kuningan,DKI Jakarta,Jakarta,-6.222517153127626,106.83094337582588,Studio,1,31.57,Full Furnished,2,,63075000,TPM
Great Choice Thamrin Executive Studio Apartment By Travelio,apartment,Apartemen Thamrin Executive,Thamrin,DKI Jakarta,Jakarta,-6.196053735160279,106.81650638580322,Studio,1,26.0,Full Furnished,2,4.9,62592500,TPM
Stunning and Strategic 2BR Kemang Village Apartment By Travelio,apartment,Apartemen Kemang Village,Kemang,DKI Jakarta,Jakarta,-6.261401779491484,106.81266077354123,2,2,98.6,Full Furnished,4,5.0,140000000,TPM
Comfort and Cozy Stay 2BR at Gading Icon Apartment By Travelio,apartment,Apartemen Gading Icon,Jakarta Timur,DKI Jakarta,Jakarta,-6.180896900792222,106.90440237522125,2,1,36.0,Full Furnished,3,,29000000,TPM
Comfort and Homey Studio at Green Sedayu Apartment By Travelio,apartment,Apartemen Green Sedayu,Cengkareng,DKI Jakarta,Jakarta,-6.138466658464273,106.72831267118454,Studio,1,38.0,Full Furnished,2,5.0,46000000,TPM
Best Deal and Minimalist 2BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,4,5.0,37742500,TPM
Simply Look 2BR Apartment at Tokyo Riverside PIK 2 By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,38.0,Full Furnished,3,,30708333,TPM
Homey and Simply Studio at Menteng Square Apartment By Travelio,apartment,Apartemen Menteng Square,Menteng,DKI Jakarta,Jakarta,-6.20023485429095,106.85228705406189,Studio,1,30.0,Full Furnished,2,4.5,45000000,TPM
Comfy 2BR Apartment with Study Room at Aspen Residence By Travelio,apartment,Apartemen Aspen Residence,Fatmawati,DKI Jakarta,Jakarta,-6.303393,106.79602,2,2,98.54,Full Furnished,4,5.0,80000000,TPM
Best Choice and Comfy 3BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,3,1,48.4,Full Furnished,4,5.0,56278526,TPM
Stunning and Strategic 2BR Apartment at Casa Grande Residence By Travelio,apartment,Apartemen Casa Grande Residence,Casablanca,DKI Jakarta,Jakarta,-6.223437,106.841813,2,2,80.02,Full Furnished,3,5.0,154446857,TPM
Modern 2BR at Signature Park Grande Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,2,1,50.0,Full Furnished,4,5.0,64951111,TPM
Comfort and Cozy 2BR at Ambassador 2 Apartment By Travelio,apartment,Apartemen Ambassador 2,Karet Kuningan,DKI Jakarta,Jakarta,-6.2243796348572715,106.82786285877228,2,1,79.8,Full Furnished,4,5.0,82750000,TPM
Modern 2BR with City View at Bassura Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,4,4.9,37742500,TPM
Cozy Studio Apartment at Sedayu City Suites Kelapa Gading By Travelio,apartment,Apartemen Sedayu City Suites Kelapa Gading,Kelapa Gading,DKI Jakarta,Jakarta,-6.168523652806302,106.92190647125244,Studio,1,28.0,Full Furnished,2,5.0,42000000,TPM
Fancy and Nice 2BR at Gading Greenhill Apartment By Travelio,apartment,Apartemen Gading Greenhill,Kelapa Gading,DKI Jakarta,Jakarta,-6.147627141545745,106.91625773906708,2,1,48.37,Full Furnished,3,,39000000,TPM
Contemporer 1BR Apartment at Puri Mansion By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,1,1,37.0,Full Furnished,2,5.0,43750000,TPM
Best Choice and Cozy Studio at Green Palace Kalibata Apartment By Travelio,apartment,Apartemen Green Palace Kalibata,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.2572739451311845,106.85092449188232,Studio,1,21.25,Full Furnished,2,,32626923,TPM
Minimalist Studio at West Vista Apartment By Travelio,apartment,Apartemen West Vista,Duri Kosambi,DKI Jakarta,Jakarta,-6.158048,106.726662,Studio,1,30.68,Full Furnished,2,,35554402,TPM
Relax Studio at Nifarro Park Apartment By Travelio,apartment,Apartemen Nifarro Park,Pasar Minggu,DKI Jakarta,Jakarta,-6.263363578451597,106.84415861964226,Studio,1,26.0,Full Furnished,2,4.9,40250000,TPM
Homey and Simply 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,4,5.0,34602857,TPM
3BR with Maid Room and Private Lift Empyreal Epicentrum Kuningan Apartment By Travelio,apartment,Apartemen The Empyreal Epicentrum Kuningan,Epicentrum,DKI Jakarta,Jakarta,-6.21866777078364,106.8338587637065,3,2,127.29,Full Furnished,5,,175000000,TPM
Comfort and Modern Studio Apartment at Menteng Park By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,28.0,Full Furnished,3,5.0,54200000,TPM
Nice and Elegant 2BR Apartment at Springhill Terrace Residence By Travelio,apartment,Apartemen Springhill Terrace Residence,Kemayoran,DKI Jakarta,Jakarta,-6.1497125628200715,106.85122489929199,2,1,60.64,Full Furnished,4,5.0,66641724,TPM
Pool View 2BR with Sofa Bed Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,3,5.0,40419500,TPM
Best Choice and New 2BR at Citra Living Apartment By Travelio,apartment,Apartemen Citra Living,Kalideres,DKI Jakarta,Jakarta,-6.145814,106.701929,2,1,39.38,Full Furnished,4,,48142478,TPM
Comfy and Nice 2BR at Paradise Mansion Apartment By Travelio,apartment,Apartemen Paradise Mansion,Kalideres,DKI Jakarta,Jakarta,-6.13152985450916,106.7027984932065,2,1,45.98,Full Furnished,3,5.0,42222923,TPM
Comfort Living and Serene 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,4,4.7,28000000,TPM
Best Deal and Cozy Studio Apartment Metro Park Residence By Travelio,apartment,Apartemen Metro Park Residence Kebun Jeruk,Kebon Jeruk,DKI Jakarta,Jakarta,-6.186254107437438,106.75765335559845,Studio,1,27.58,Full Furnished,2,,36436734,TPM
Spacious and New 3BR Apartment at Taman Anggrek Residence By Travelio,apartment,Apartemen Taman Anggrek Residence,Tanjung Duren Selatan,DKI Jakarta,Jakarta,-6.179958250736429,106.79101467132568,3,2,50.54,Full Furnished,4,5.0,99000000,TPM
Fancy and Nice Studio Room at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,28.0,Full Furnished,2,5.0,54025000,TPM
2BR Pancoran L'Avenue Comfy Apartment By Travelio,apartment,Apartemen L'Avenue Pancoran,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.248592628891698,106.84432625770569,2,1,65.46,Full Furnished,4,4.9,91286104,TPM
Elegant and Comfort 1BR Lexington Apartment By Travelio,apartment,Apartemen Lexington,Bintaro,DKI Jakarta,Jakarta,-6.273276411024487,106.76651537418365,1,1,41.0,Full Furnished,2,,80000000,TPM
Comfort 2BR Apartment at Cervino Village Casablanca By Travelio,apartment,Apartemen Cervino Village Casablanca,Tebet,DKI Jakarta,Jakarta,-6.224835588576736,106.85109615325928,2,1,53.8,Full Furnished,4,5.0,72008333,TPM
Best Deal Bassura City Studio Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,20.34,Full Furnished,2,4.9,37976000,TPM
Tidy 2BR with Modern Design Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,5.0,32557857,TPM
Spacious 1BR at City Home Gading Riverview (MOI) Apartment By Travelio,apartment,Apartemen City Home Gading Riverview (MOI),Kelapa Gading,DKI Jakarta,Jakarta,-6.150357921710942,106.89038515090942,1,1,35.0,Full Furnished,2,5.0,51225000,TPM
Comfort 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0424281578319485,106.69224500656128,2,1,40.0,Full Furnished,3,,31041667,TPM
Relaxing 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,3,4.9,37367500,TPM
Warm and Cozy 2BR Apartment Woodland Park Residence By Travelio,apartment,Apartemen Woodland Park Residence,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.255375586080595,106.85642838478088,2,1,39.15,Full Furnished,3,4.9,56875000,TPM
New Furnished Studio with Sea View at Gold Coast Apartment By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10186,106.738439,Studio,1,28.0,Full Furnished,2,4.9,63147706,TPM
Well Furnished 2BR at Puri Mansion Apartment near Mall By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,2,2,63.0,Full Furnished,3,5.0,67000000,TPM
Functional 2BR at GP Plaza Apartment By Travelio,apartment,Apartemen GP Plaza,Tanah Abang,DKI Jakarta,Jakarta,-6.202714711585921,106.7994099855423,2,1,51.84,Full Furnished,3,5.0,66505283,TPM
Modern Look and Comfy 2BR at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.192096,106.838822,2,1,61.0,Full Furnished,3,5.0,101999999,TPM
Comfy and Minimalist 2BR Apartment at 18 Residence Taman Rasuna By Travelio,apartment,Apartemen 18 Residence Taman Rasuna,Setiabudi,DKI Jakarta,Jakarta,-6.216389381676769,106.83730389922857,2,1,52.5,Full Furnished,4,5.0,70000000,TPM
Comfort 1BR with Extra Room at Kemang Village Apartment By Travelio,apartment,Apartemen Kemang Village,Kemang,DKI Jakarta,Jakarta,-6.261401779491484,106.81266077354123,1,1,73.7,Full Furnished,2,,113450000,TPM
1BR Suite L'Avenue Apartment Pancoran By Travelio,apartment,Apartemen L'Avenue Pancoran,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.248592628891698,106.84432625770569,1,1,65.0,Full Furnished,2,4.9,88705872,TPM
2BR Modern Living at The Mansion Apartment near Kemayoran By Travelio,apartment,Apartemen The Mansion Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.148443176931242,106.85455620288849,2,1,62.0,Full Furnished,3,5.0,62982360,TPM
Comfort and Modern Look 2BR 32th Floor French Walk (MOI) Apartment By Travelio,apartment,Apartemen French Walk (MOI),Kelapa Gading,DKI Jakarta,Jakarta,-6.149691,106.891376,2,1,85.0,Full Furnished,4,,85000000,TPM
Stunning and Comfy 2BR Permata Hijau Suites Apartment By Travelio,apartment,Apartemen Permata Hijau Suites,Kebayoran Lama,DKI Jakarta,Jakarta,-6.2122980504125795,106.78401947021484,2,1,60.29,Full Furnished,3,,140000000,TPM
Good Deal and Comfort Stay 2BR Kemang Village Apartment By Travelio,apartment,Apartemen Kemang Village,Kemang,DKI Jakarta,Jakarta,-6.261401779491484,106.81266077354123,2,1,90.0,Full Furnished,4,,149520548,TPM
Cozy Stay 3BR Apartment Mediterania Lagoon Residence By Travelio,apartment,Apartemen Mediterania Lagoon Residence,Kemayoran,DKI Jakarta,Jakarta,-6.153342029701987,106.8526840209961,3,2,97.0,Full Furnished,5,,110000000,TPM
Minimalist New Furnish 2BR L'avenue Apartment near Tebet By Travelio,apartment,Apartemen L'Avenue Pancoran,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.248592628891698,106.84432625770569,2,1,99.85,Full Furnished,4,4.8,117505489,TPM
Wonderful 2BR at Callia Apartment By Travelio,apartment,Apartemen Callia,Pulomas,DKI Jakarta,Jakarta,-6.176491630988401,106.89276158809662,2,2,74.0,Full Furnished,3,5.0,56728125,TPM
Elegant and Homey 2BR Puri Garden Apartment By Travelio,apartment,Apartemen Puri Garden,Puri Indah,DKI Jakarta,Jakarta,-6.185322,106.735471,2,1,54.0,Full Furnished,3,,60000000,TPM
Well Designed 2BR at 28th Floor Sudirman Hill Apartment By Travelio,apartment,Apartemen Sudirman Hill,Sudirman,DKI Jakarta,Jakarta,-6.2110554793131465,106.81278482079506,2,1,73.12,Full Furnished,3,,115700000,TPM
New Furnished Studio Menteng Park Apartment By Travelio ,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,33.0,Full Furnished,2,4.9,58673989,TPM
2BR Deluxe and Modern Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,2,1,53.0,Full Furnished,3,4.9,105035000,TPM
Strategic and Cozy 2BR Apartment FX Residence By Travelio,apartment,Apartemen FX Residence,Senayan,DKI Jakarta,Jakarta,-6.224935,106.803788,2,2,130.0,Full Furnished,4,,154200000,TPM
Brand New and Strategic 1BR Ciputra World 2 Apartment By Travelio,apartment,Apartemen Ciputra World 2,Karet Kuningan,DKI Jakarta,Jakarta,-6.221945208594415,106.81944072246552,1,1,42.44,Full Furnished,2,4.6,117598817,TPM
Stunning and Comfy Studio at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,28.0,Full Furnished,2,5.0,63000000,TPM
Homey 2BR at L'Avenue Apartment Pancoran By Travelio,apartment,Apartemen L'Avenue Pancoran,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.248592628891698,106.84432625770569,2,1,88.42,Full Furnished,4,5.0,113550840,TPM
Simply Modern Studio Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,33.0,Full Furnished,2,4.9,71151069,TPM
2BR with Study Room Apartment Seaview at Marina Ancol By Travelio,apartment,Apartemen Marina Ancol,Ancol,DKI Jakarta,Jakarta,-6.128900985910797,106.82945273816586,2,2,75.0,Full Furnished,4,4.9,65000000,TPM
Comfortable 2BR Apartment at H Residence By Travelio,apartment,Apartemen H Residence,MT Haryono,DKI Jakarta,Jakarta,-6.244879162544077,106.87217362225056,2,1,61.0,Full Furnished,4,5.0,79590000,TPM
Spacious and Nice Studio at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,32.0,Full Furnished,2,4.9,55625000,TPM
Nice and Elegant 1BR Apartment at Arumaya Residence By Travelio,apartment,Apartemen Arumaya Residence,Lebak Bulus,DKI Jakarta,Jakarta,-6.29258429702258,106.78282856941223,1,1,43.0,Full Furnished,2,5.0,129999990,TPM
Homey and Simply Look 1BR at Cervino Village Casablanca Apartment By Travelio,apartment,Apartemen Cervino Village Casablanca,Tebet,DKI Jakarta,Jakarta,-6.22505,106.851429,1,1,30.05,Full Furnished,2,,54320000,TPM
Best Deal 3BR at Puri Orchard Apartment near Puri Indah Mall By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,3,1,50.0,Full Furnished,4,5.0,63750000,TPM
Spacious and Strategic 3BR at Thamrin Executive Apartment By Travelio,apartment,Apartemen Thamrin Executive,Thamrin,DKI Jakarta,Jakarta,-6.196053735160279,106.81650638580322,3,2,137.51,Full Furnished,6,5.0,121450000,TPM
Best Choice 2BR Apartment at Aspen Residence By Travelio,apartment,Apartemen Aspen Residence,Fatmawati,DKI Jakarta,Jakarta,-6.303393,106.79602,2,1,47.73,Full Furnished,3,5.0,65723179,TPM
Brand New 3BR at Puri Garden Apartment By Travelio,apartment,Apartemen Puri Garden,Puri Indah,DKI Jakarta,Jakarta,-6.185312800294881,106.73546075820923,3,2,72.0,Full Furnished,6,5.0,67575000,TPM
Fully Furnished and Homey 1BR Apartment at Pejaten Park Residence By Travelio,apartment,Apartemen Pejaten Park Residence,Pasar Minggu,DKI Jakarta,Jakarta,-6.282077291316199,106.82681143283844,1,1,43.54,Full Furnished,2,5.0,75010000,TPM
Premium Location 2BR Apartment at FX Residence By Travelio,apartment,Apartemen FX Residence,Senayan,DKI Jakarta,Jakarta,-6.22487025170882,106.80405557155609,2,1,50.0,Full Furnished,3,4.9,116000000,TPM
Homey and Minimalist Studio Room at GP Plaza Apartment By Travelio,apartment,Apartemen GP Plaza,Tanah Abang,DKI Jakarta,Jakarta,-6.202714711585921,106.7994099855423,Studio,1,35.4,Full Furnished,2,5.0,53081897,TPM
Nice and Enjoy 1BR at Sudirman Suites Apartment By Travelio,apartment,Apartemen Sudirman Suites,Sudirman,DKI Jakarta,Jakarta,-6.215685774956277,106.81615233421326,1,1,42.7,Full Furnished,2,4.9,108097255,TPM
2BR New Madison Park Apartment near Central Park By Travelio,apartment,Apartemen Madison Park,Tanjung Duren,DKI Jakarta,Jakarta,-6.1786569376775065,106.78887829184532,2,1,52.44,Full Furnished,3,4.9,63831756,TPM
Best Choice and Modern 1BR Apartment at Thamrin Residence By Travelio,apartment,Apartemen Thamrin Residence,Thamrin,DKI Jakarta,Jakarta,-6.1977816506550285,106.81695699691772,1,1,38.24,Full Furnished,2,,63004371,TPM
Modern and Comfort 2BR Apartment at Signature Park Grande By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,2,1,43.04,Full Furnished,3,5.0,75000000,TPM
Stunning and Spacious 2BR at Casablanca Apartment By Travelio,apartment,Apartemen Casablanca,Casablanca,DKI Jakarta,Jakarta,-6.222873118292061,106.84535622596741,2,2,120.0,Full Furnished,4,4.1,185000000,TPM
Comfort and Homey 3BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,3,1,48.4,Full Furnished,4,5.0,55928526,TPM
Strategic and Comfort 2BR Apartment at Signature Park Grande By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.242684,106.854483,2,1,43.04,Full Furnished,4,,61318444,TPM
Elegant and Comfortable 2BR Puri Garden Apartment By Travelio,apartment,Apartemen Puri Garden,Puri Indah,DKI Jakarta,Jakarta,-6.185322,106.735471,2,1,48.8,Full Furnished,4,,52050000,TPM
Nice and Comfort 2BR Apartment at The Kencana Residence By Travelio,apartment,Apartemen The Kencana Residence,Kebayoran Lama,DKI Jakarta,Jakarta,-6.2592362865636,106.78079813718796,2,2,96.0,Full Furnished,3,,156000000,TPM
Warm and Cozy Studio Green Sedayu Apartment By Travelio,apartment,Apartemen Green Sedayu,Cengkareng,DKI Jakarta,Jakarta,-6.138466658464273,106.72831267118454,Studio,1,38.0,Full Furnished,2,4.8,60000000,TPM
Nice and New 2BR Apartment at Veranda Residence By Travelio,apartment,Apartemen Veranda Residence,Kembangan,DKI Jakarta,Jakarta,-6.189430006701461,106.75631761550903,2,1,75.44,Full Furnished,3,5.0,110000000,TPM
Great Location at Signature Park Grande 2BR Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,2,1,49.29,Full Furnished,3,5.0,63157333,TPM
Fancy and Nice 1BR Ciputra International Apartment By Travelio,apartment,Apartemen Ciputra International,Cengkareng,DKI Jakarta,Jakarta,-6.173138321442086,106.7304839193821,1,1,60.66,Full Furnished,2,5.0,62206452,TPM
Spacious and Gorgeous 1BR Ciputra International Apartment By Travelio,apartment,Apartemen Ciputra International,Cengkareng,DKI Jakarta,Jakarta,-6.172763656114571,106.7315125465393,1,1,50.82,Full Furnished,2,,58361290,TPM
Strategic Unfurnished 2BR House at Ciracas By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.325824698287639,106.88148612667099,2,2,60.0,Unfurnished,4,,36000000,REALTY
